x,y,value
22,Category 298,
22,Category 299,84
22,Category 300,12
22,Category 301,86
22,Category 302,89
22,Category 303,25
22,Category 304,
22,Category 305,
22,Category 306,99
22,Category 307,
22,Category 308,85
22,Category 309,
22,Category 310,7
22,Category 311,99
22,Category 312,50
22,Category 313,95
22,Category 314,63
22,Category 315,53
22,Category 316,66
22,Category 317,
22,Category 318,78
22,Category 319,
22,Category 320,27
22,Category 321,91
22,Category 322,
22,Category 323,
22,Category 324,
22,Category 325,68
22,Category 326,
22,Category 327,97
22,Category 328,
22,Category 329,3
22,Category 330,82
22,Category 331,
22,Category 332,37
22,Category 333,
22,Category 334,85
22,Category 335,59
22,Category 336,
22,Category 337,
22,Category 338,53
22,Category 339,
22,Category 340,
22,Category 341,
22,Category 342,
22,Category 343,2
22,Category 344,25
22,Category 345,17
22,Category 346,86
22,Category 347,35
22,Category 348,
22,Category 349,53
22,Category 350,10
22,Category 351,3
22,Category 352,
22,Category 353,2
22,Category 354,52
22,Category 355,22
22,Category 356,48
22,Category 357,
22,Category 358,
22,Category 359,85
22,Category 360,59
22,Category 361,54
22,Category 362,28
22,Category 363,41
22,Category 364,4
22,Category 365,
22,Category 366,54
22,Category 367,26
22,Category 368,54
22,Category 369,81
22,Category 370,19
22,Category 371,6
22,Category 372,
22,Category 373,66
22,Category 374,14
22,Category 375,51
22,Category 376,87
22,Category 377,
22,Category 378,31
22,Category 379,29
22,Category 380,
22,Category 381,70
22,Category 382,
22,Category 383,77
22,Category 384,98
22,Category 385,87
22,Category 386,34
22,Category 387,69
22,Category 388,17
22,Category 389,53
22,Category 390,
22,Category 391,94
22,Category 392,27
22,Category 393,
22,Category 394,
22,Category 395,81
22,Category 396,
22,Category 397,
22,Category 398,83
22,Category 399,
22,Category 400,
22,Category 401,65
22,Category 402,23
22,Category 403,42
22,Category 404,
22,Category 405,51
22,Category 406,91
22,Category 407,53
22,Category 408,42
22,Category 409,16
22,Category 410,13
22,Category 411,62
22,Category 412,39
22,Category 413,
22,Category 414,94
22,Category 415,
22,Category 416,29
22,Category 417,75
22,Category 418,
22,Category 419,56
22,Category 420,
22,Category 421,25
22,Category 422,92
22,Category 423,
22,Category 424,52
22,Category 425,75
22,Category 426,7
22,Category 427,
22,Category 428,69
22,Category 429,
22,Category 430,
22,Category 431,21
22,Category 432,14
22,Category 433,54
22,Category 434,91
22,Category 435,27
22,Category 436,3
22,Category 437,79
22,Category 438,64
22,Category 439,
22,Category 440,
22,Category 441,
22,Category 442,
22,Category 443,73
22,Category 444,
22,Category 445,79
22,Category 446,84
22,Category 447,27
22,Category 448,76
22,Category 449,92
22,Category 450,98
22,Category 451,
22,Category 452,75
22,Category 453,95
22,Category 454,75
22,Category 455,56
22,Category 456,7
22,Category 457,
22,Category 458,53
22,Category 459,
22,Category 460,14
22,Category 461,48
22,Category 462,
22,Category 463,10
22,Category 464,11
22,Category 465,39
22,Category 466,
22,Category 467,11
22,Category 468,4
22,Category 469,29
22,Category 470,52
22,Category 471,40
22,Category 472,2
22,Category 473,22
22,Category 474,
22,Category 475,
22,Category 476,48
22,Category 477,
22,Category 478,
22,Category 479,72
22,Category 480,63
22,Category 481,48
22,Category 482,89
22,Category 483,30
22,Category 484,71
22,Category 485,
22,Category 486,
22,Category 487,
22,Category 488,11
22,Category 489,35
22,Category 490,62
22,Category 491,
22,Category 492,29
22,Category 493,61
22,Category 494,91
22,Category 495,46
22,Category 496,83
22,Category 497,
22,Category 498,89
22,Category 499,70
22,Category 500,
22,Category 501,4
22,Category 502,6
22,Category 503,94
22,Category 504,85
22,Category 505,
22,Category 506,
22,Category 507,99
22,Category 508,47
22,Category 509,
22,Category 510,28
22,Category 511,46
22,Category 512,
22,Category 513,
22,Category 514,4
22,Category 515,
22,Category 516,
22,Category 517,44
22,Category 518,
22,Category 519,
22,Category 520,
22,Category 521,12
22,Category 522,75
22,Category 523,95
22,Category 524,
22,Category 525,19
22,Category 526,42
22,Category 527,
22,Category 528,63
22,Category 529,91
22,Category 530,9
22,Category 531,85
22,Category 532,96
22,Category 533,25
22,Category 534,75
22,Category 535,98
22,Category 536,4
22,Category 537,20
22,Category 538,44
22,Category 539,29
22,Category 540,54
22,Category 541,93
22,Category 542,33
22,Category 543,
22,Category 544,60
22,Category 545,30
22,Category 546,63
22,Category 547,70
22,Category 548,
22,Category 549,
22,Category 550,
22,Category 551,53
22,Category 552,83
22,Category 553,73
22,Category 554,63
22,Category 555,15
22,Category 556,10
22,Category 557,46
22,Category 558,59
22,Category 559,2
22,Category 560,62
22,Category 561,15
22,Category 562,
22,Category 563,90
22,Category 564,78
22,Category 565,53
22,Category 566,77
22,Category 567,43
22,Category 568,70
22,Category 569,45
22,Category 570,74
22,Category 571,76
22,Category 572,
22,Category 573,
22,Category 574,
22,Category 575,30
22,Category 576,17
22,Category 577,50
22,Category 578,4
22,Category 579,90
22,Category 580,
22,Category 581,60
22,Category 582,60
22,Category 583,76
22,Category 584,42
22,Category 585,
22,Category 586,
22,Category 587,65
22,Category 588,98
22,Category 589,
22,Category 590,5
22,Category 591,
22,Category 592,79
22,Category 593,56
22,Category 594,
22,Category 595,70
22,Category 596,18
22,Category 597,39
22,Category 598,29
22,Category 599,90
22,Category 600,91
22,Category 601,77
22,Category 602,31
22,Category 603,
22,Category 604,55
22,Category 605,47
22,Category 606,47
22,Category 607,52
22,Category 608,42
22,Category 609,97
22,Category 610,83
22,Category 611,39
22,Category 612,58
22,Category 613,0
22,Category 614,95
22,Category 615,23
22,Category 616,94
22,Category 617,31
22,Category 618,52
22,Category 619,
22,Category 620,69
22,Category 621,19
22,Category 622,57
22,Category 623,54
22,Category 624,98
22,Category 625,
22,Category 626,
22,Category 627,70
22,Category 628,
22,Category 629,18
22,Category 630,41
22,Category 631,
22,Category 632,42
22,Category 633,65
22,Category 634,48
22,Category 635,84
22,Category 636,35
22,Category 637,25
22,Category 638,17
22,Category 639,8
22,Category 640,79
22,Category 641,19
22,Category 642,89
22,Category 643,27
22,Category 644,59
22,Category 645,68
22,Category 646,92
22,Category 647,98
22,Category 648,38
22,Category 649,8
22,Category 650,
22,Category 651,58
22,Category 652,25
22,Category 653,83
22,Category 654,36
22,Category 655,96
22,Category 656,
22,Category 657,17
22,Category 658,65
22,Category 659,
22,Category 660,21
22,Category 661,58
22,Category 662,
22,Category 663,0
22,Category 664,
22,Category 665,80
22,Category 666,
22,Category 667,68
22,Category 668,12
22,Category 669,
22,Category 670,34
22,Category 671,63
22,Category 672,78
22,Category 673,10
22,Category 674,3
22,Category 675,51
22,Category 676,8
22,Category 677,49
22,Category 678,10
22,Category 679,59
22,Category 680,69
22,Category 681,77
22,Category 682,25
22,Category 683,65
22,Category 684,3
22,Category 685,
22,Category 686,34
22,Category 687,
22,Category 688,
22,Category 689,70
22,Category 690,81
22,Category 691,
22,Category 692,99
22,Category 693,0
22,Category 694,
22,Category 695,
22,Category 696,13
22,Category 697,32
22,Category 698,42
22,Category 699,92
22,Category 700,33
22,Category 701,
22,Category 702,
22,Category 703,24
22,Category 704,27
22,Category 705,79
22,Category 706,
22,Category 707,19
22,Category 708,98
22,Category 709,
22,Category 710,95
22,Category 711,
22,Category 712,10
22,Category 713,50
22,Category 714,68
22,Category 715,
22,Category 716,71
22,Category 717,
22,Category 718,95
22,Category 719,64
22,Category 720,
22,Category 721,
22,Category 722,0
22,Category 723,48
22,Category 724,35
22,Category 725,46
22,Category 726,77
22,Category 727,62
22,Category 728,42
22,Category 729,7
22,Category 730,
22,Category 731,60
22,Category 732,93
22,Category 733,61
22,Category 734,28
22,Category 735,96
22,Category 736,9
22,Category 737,8
22,Category 738,21
22,Category 739,
22,Category 740,15
22,Category 741,69
22,Category 742,83
22,Category 743,8
22,Category 744,
22,Category 745,
22,Category 746,66
22,Category 747,95
22,Category 748,46
22,Category 749,84
22,Category 750,
22,Category 751,
22,Category 752,4
22,Category 753,41
22,Category 754,96
22,Category 755,40
22,Category 756,79
22,Category 757,91
22,Category 758,21
22,Category 759,47
22,Category 760,96
22,Category 761,96
22,Category 762,57
22,Category 763,41
22,Category 764,
22,Category 765,10
22,Category 766,5
22,Category 767,42
22,Category 768,
22,Category 769,92
22,Category 770,
22,Category 771,
22,Category 772,34
22,Category 773,24
22,Category 774,64
22,Category 775,15
22,Category 776,
22,Category 777,71
22,Category 778,
22,Category 779,38
22,Category 780,59
22,Category 781,88
22,Category 782,74
22,Category 783,53
22,Category 784,39
22,Category 785,69
22,Category 786,80
22,Category 787,53
22,Category 788,35
22,Category 789,44
22,Category 790,
22,Category 791,24
22,Category 792,
22,Category 793,68
22,Category 794,
22,Category 795,68
22,Category 796,
22,Category 797,25
22,Category 798,63
22,Category 799,26
22,Category 800,
22,Category 801,77
22,Category 802,29
22,Category 803,
22,Category 804,20
22,Category 805,33
22,Category 806,65
22,Category 807,
22,Category 808,19
22,Category 809,26
22,Category 810,85
22,Category 811,
22,Category 812,12
22,Category 813,45
22,Category 814,99
22,Category 815,76
22,Category 816,53
22,Category 817,6
22,Category 818,
22,Category 819,
22,Category 820,21
22,Category 821,23
22,Category 822,6
22,Category 823,
22,Category 824,61
22,Category 825,0
22,Category 826,79
22,Category 827,0
22,Category 828,
22,Category 829,94
22,Category 830,48
22,Category 831,57
22,Category 832,70
22,Category 833,56
22,Category 834,21
22,Category 835,12
22,Category 836,28
22,Category 837,
22,Category 838,13
22,Category 839,18
22,Category 840,55
22,Category 841,8
22,Category 842,86
22,Category 843,3
22,Category 844,87
22,Category 845,87
22,Category 846,
22,Category 847,26
22,Category 848,0
22,Category 849,
22,Category 850,
22,Category 851,29
22,Category 852,74
22,Category 853,62
22,Category 854,32
22,Category 855,67
22,Category 856,75
22,Category 857,16
22,Category 858,18
22,Category 859,52
22,Category 860,77
22,Category 861,76
22,Category 862,20
22,Category 863,
22,Category 864,6
22,Category 865,
22,Category 866,
22,Category 867,33
22,Category 868,71
22,Category 869,86
22,Category 870,66
22,Category 871,66
22,Category 872,14
22,Category 873,62
22,Category 874,56
22,Category 875,
22,Category 876,
22,Category 877,31
22,Category 878,77
22,Category 879,38
22,Category 880,60
22,Category 881,97
22,Category 882,44
22,Category 883,2
22,Category 884,83
22,Category 885,15
22,Category 886,45
22,Category 887,30
22,Category 888,87
22,Category 889,55
22,Category 890,19
22,Category 891,12
22,Category 892,78
22,Category 893,77
22,Category 894,23
22,Category 895,81
22,Category 896,65
22,Category 897,30
22,Category 898,34
22,Category 899,
22,Category 900,54
22,Category 901,74
22,Category 902,69
22,Category 903,
22,Category 904,76
22,Category 905,17
22,Category 906,61
22,Category 907,0
22,Category 908,35
22,Category 909,27
22,Category 910,55
22,Category 911,40
22,Category 912,19
22,Category 913,36
22,Category 914,30
22,Category 915,57
22,Category 916,83
22,Category 917,60
22,Category 918,75
22,Category 919,49
22,Category 920,62
22,Category 921,62
22,Category 922,82
22,Category 923,81
22,Category 924,57
22,Category 925,61
22,Category 926,97
22,Category 927,85
22,Category 928,61
22,Category 929,30
22,Category 930,91
22,Category 931,28
22,Category 932,47
22,Category 933,50
22,Category 934,35
22,Category 935,47
22,Category 936,40
22,Category 937,74
22,Category 938,98
22,Category 939,37
22,Category 940,10
22,Category 941,5
22,Category 942,
22,Category 943,18
22,Category 944,9
22,Category 945,91
22,Category 946,
22,Category 947,60
22,Category 948,30
22,Category 949,27
22,Category 950,82
22,Category 951,20
22,Category 952,71
22,Category 953,
22,Category 954,8
22,Category 955,97
22,Category 956,24
22,Category 957,83
22,Category 958,
22,Category 959,25
22,Category 960,
22,Category 961,
22,Category 962,
22,Category 963,3
22,Category 964,46
22,Category 965,52
22,Category 966,
22,Category 967,
22,Category 968,96
22,Category 969,3
22,Category 970,73
22,Category 971,55
22,Category 972,7
22,Category 973,60
22,Category 974,
22,Category 975,69
22,Category 976,40
22,Category 977,1
22,Category 978,2
22,Category 979,59
22,Category 980,72
22,Category 981,29
22,Category 982,18
22,Category 983,66
22,Category 984,34
22,Category 985,70
22,Category 986,92
22,Category 987,68
22,Category 988,
22,Category 989,88
22,Category 990,76
22,Category 991,5
22,Category 992,49
22,Category 993,36
22,Category 994,90
22,Category 995,0
22,Category 996,34
22,Category 997,32
22,Category 998,95
22,Category 999,47
22,Category 1000,65
23,Category 1,17
23,Category 2,73
23,Category 3,59
23,Category 4,73
23,Category 5,27
23,Category 6,73
23,Category 7,97
23,Category 8,14
23,Category 9,84
23,Category 10,38
23,Category 11,71
23,Category 12,91
23,Category 13,73
23,Category 14,80
23,Category 15,70
23,Category 16,93
23,Category 17,68
23,Category 18,32
23,Category 19,
23,Category 20,10
23,Category 21,41
23,Category 22,88
23,Category 23,58
23,Category 24,18
23,Category 25,
23,Category 26,3
23,Category 27,56
23,Category 28,5
23,Category 29,51
23,Category 30,58
23,Category 31,
23,Category 32,1
23,Category 33,48
23,Category 34,46
23,Category 35,67
23,Category 36,6
23,Category 37,
23,Category 38,30
23,Category 39,4
23,Category 40,80
23,Category 41,25
23,Category 42,
23,Category 43,81
23,Category 44,8
23,Category 45,85
23,Category 46,21
23,Category 47,73
23,Category 48,79
23,Category 49,57
23,Category 50,14
23,Category 51,0
23,Category 52,37
23,Category 53,27
23,Category 54,29
23,Category 55,23
23,Category 56,61
23,Category 57,36
23,Category 58,
23,Category 59,34
23,Category 60,17
23,Category 61,99
23,Category 62,15
23,Category 63,28
23,Category 64,75
23,Category 65,86
23,Category 66,9
23,Category 67,
23,Category 68,95
23,Category 69,88
23,Category 70,76
23,Category 71,9
23,Category 72,46
23,Category 73,78
23,Category 74,40
23,Category 75,51
23,Category 76,7
23,Category 77,5
23,Category 78,86
23,Category 79,74
23,Category 80,20
23,Category 81,92
23,Category 82,61
23,Category 83,37
23,Category 84,80
23,Category 85,28
23,Category 86,99
23,Category 87,
23,Category 88,60
23,Category 89,
23,Category 90,60
23,Category 91,4
23,Category 92,75
23,Category 93,45
23,Category 94,3
23,Category 95,77
23,Category 96,39
23,Category 97,
23,Category 98,43
23,Category 99,
23,Category 100,97
23,Category 101,25
23,Category 102,
23,Category 103,35
23,Category 104,73
23,Category 105,73
23,Category 106,4
23,Category 107,62
23,Category 108,43
23,Category 109,12
23,Category 110,76
23,Category 111,
23,Category 112,34
23,Category 113,96
23,Category 114,
23,Category 115,47
23,Category 116,18
23,Category 117,39
23,Category 118,2
23,Category 119,67
23,Category 120,65
23,Category 121,
23,Category 122,
23,Category 123,56
23,Category 124,65
23,Category 125,29
23,Category 126,72
23,Category 127,20
23,Category 128,7
23,Category 129,14
23,Category 130,82
23,Category 131,78
23,Category 132,
23,Category 133,29
23,Category 134,63
23,Category 135,
23,Category 136,
23,Category 137,37
23,Category 138,
23,Category 139,20
23,Category 140,85
23,Category 141,52
23,Category 142,67
23,Category 143,98
23,Category 144,3
23,Category 145,
23,Category 146,24
23,Category 147,16
23,Category 148,
23,Category 149,58
23,Category 150,
23,Category 151,
23,Category 152,82
23,Category 153,16
23,Category 154,37
23,Category 155,52
23,Category 156,68
23,Category 157,67
23,Category 158,37
23,Category 159,14
23,Category 160,17
23,Category 161,
23,Category 162,90
23,Category 163,21
23,Category 164,36
23,Category 165,
23,Category 166,79
23,Category 167,87
23,Category 168,90
23,Category 169,69
23,Category 170,77
23,Category 171,86
23,Category 172,76
23,Category 173,63
23,Category 174,99
23,Category 175,20
23,Category 176,62
23,Category 177,77
23,Category 178,94
23,Category 179,26
23,Category 180,
23,Category 181,88
23,Category 182,91
23,Category 183,45
23,Category 184,61
23,Category 185,70
23,Category 186,95
23,Category 187,31
23,Category 188,
23,Category 189,52
23,Category 190,6
23,Category 191,4
23,Category 192,64
23,Category 193,
23,Category 194,15
23,Category 195,95
23,Category 196,61
23,Category 197,28
23,Category 198,89
23,Category 199,4
23,Category 200,
23,Category 201,
23,Category 202,
23,Category 203,7
23,Category 204,24
23,Category 205,96
23,Category 206,
23,Category 207,6
23,Category 208,1
23,Category 209,
23,Category 210,52
23,Category 211,7
23,Category 212,55
23,Category 213,45
23,Category 214,65
23,Category 215,6
23,Category 216,9
23,Category 217,3
23,Category 218,45
23,Category 219,
23,Category 220,93
23,Category 221,68
23,Category 222,9
23,Category 223,88
23,Category 224,96
23,Category 225,
23,Category 226,9
23,Category 227,65
23,Category 228,6
23,Category 229,22
23,Category 230,34
23,Category 231,
23,Category 232,34
23,Category 233,
23,Category 234,72
23,Category 235,92
23,Category 236,
23,Category 237,97
23,Category 238,10
23,Category 239,84
23,Category 240,90
23,Category 241,50
23,Category 242,94
23,Category 243,
23,Category 244,
23,Category 245,
23,Category 246,
23,Category 247,48
23,Category 248,
23,Category 249,75
23,Category 250,77
23,Category 251,
23,Category 252,56
23,Category 253,
23,Category 254,
23,Category 255,11
23,Category 256,9
23,Category 257,18
23,Category 258,11
23,Category 259,91
23,Category 260,37
23,Category 261,97
23,Category 262,26
23,Category 263,49
23,Category 264,
23,Category 265,56
23,Category 266,
23,Category 267,75
23,Category 268,2
23,Category 269,99
23,Category 270,33
23,Category 271,93
23,Category 272,71
23,Category 273,65
23,Category 274,47
23,Category 275,58
23,Category 276,84
23,Category 277,13
23,Category 278,92
23,Category 279,
23,Category 280,87
23,Category 281,
23,Category 282,86
23,Category 283,
23,Category 284,
23,Category 285,
23,Category 286,59
23,Category 287,
23,Category 288,25
23,Category 289,10
23,Category 290,64
23,Category 291,86
23,Category 292,
23,Category 293,90
23,Category 294,
23,Category 295,67
23,Category 296,38
23,Category 297,82
23,Category 298,70
23,Category 299,69
23,Category 300,40
23,Category 301,16
23,Category 302,1
23,Category 303,
23,Category 304,97
23,Category 305,46
23,Category 306,69
23,Category 307,41
23,Category 308,51
23,Category 309,19
23,Category 310,65
23,Category 311,23
23,Category 312,15
23,Category 313,16
23,Category 314,
23,Category 315,85
23,Category 316,44
23,Category 317,
23,Category 318,60
23,Category 319,93
23,Category 320,61
23,Category 321,23
23,Category 322,34
23,Category 323,51
23,Category 324,64
23,Category 325,
23,Category 326,
23,Category 327,
23,Category 328,87
23,Category 329,58
23,Category 330,
23,Category 331,
23,Category 332,3
23,Category 333,1
23,Category 334,90
23,Category 335,71
23,Category 336,
23,Category 337,74
23,Category 338,
23,Category 339,80
23,Category 340,48
23,Category 341,85
23,Category 342,69
23,Category 343,80
23,Category 344,19
23,Category 345,
23,Category 346,
23,Category 347,
23,Category 348,75
23,Category 349,95
23,Category 350,
23,Category 351,
23,Category 352,24
23,Category 353,59
23,Category 354,
23,Category 355,45
23,Category 356,9
23,Category 357,70
23,Category 358,
23,Category 359,
23,Category 360,71
23,Category 361,
23,Category 362,
23,Category 363,79
23,Category 364,42
23,Category 365,25
23,Category 366,94
23,Category 367,74
23,Category 368,5
23,Category 369,2
23,Category 370,5
23,Category 371,29
23,Category 372,
23,Category 373,99
23,Category 374,50
23,Category 375,5
23,Category 376,60
23,Category 377,48
23,Category 378,54
23,Category 379,42
23,Category 380,77
23,Category 381,88
23,Category 382,
23,Category 383,71
23,Category 384,84
23,Category 385,30
23,Category 386,
23,Category 387,67
23,Category 388,44
23,Category 389,90
23,Category 390,32
23,Category 391,82
23,Category 392,97
23,Category 393,34
23,Category 394,79
23,Category 395,
23,Category 396,57
23,Category 397,5
23,Category 398,36
23,Category 399,41
23,Category 400,64
23,Category 401,38
23,Category 402,59
23,Category 403,
23,Category 404,
23,Category 405,
23,Category 406,18
23,Category 407,58
23,Category 408,92
23,Category 409,73
23,Category 410,74
23,Category 411,69
23,Category 412,19
23,Category 413,71
23,Category 414,
23,Category 415,10
23,Category 416,96
23,Category 417,16
23,Category 418,79
23,Category 419,
23,Category 420,
23,Category 421,17
23,Category 422,3
23,Category 423,91
23,Category 424,34
23,Category 425,
23,Category 426,73
23,Category 427,20
23,Category 428,95
23,Category 429,41
23,Category 430,65
23,Category 431,68
23,Category 432,34
23,Category 433,55
23,Category 434,61
23,Category 435,10
23,Category 436,85
23,Category 437,10
23,Category 438,59
23,Category 439,34
23,Category 440,90
23,Category 441,48
23,Category 442,75
23,Category 443,83
23,Category 444,90
23,Category 445,
23,Category 446,8
23,Category 447,
23,Category 448,1
23,Category 449,
23,Category 450,76
23,Category 451,93
23,Category 452,51
23,Category 453,94
23,Category 454,40
23,Category 455,3
23,Category 456,86
23,Category 457,
23,Category 458,47
23,Category 459,40
23,Category 460,44
23,Category 461,95
23,Category 462,
23,Category 463,9
23,Category 464,13
23,Category 465,
23,Category 466,85
23,Category 467,36
23,Category 468,6
23,Category 469,13
23,Category 470,88
23,Category 471,18
23,Category 472,60
23,Category 473,40
23,Category 474,84
23,Category 475,61
23,Category 476,95
23,Category 477,2
23,Category 478,1
23,Category 479,48
23,Category 480,
23,Category 481,
23,Category 482,75
23,Category 483,99
23,Category 484,58
23,Category 485,48
23,Category 486,
23,Category 487,76
23,Category 488,14
23,Category 489,
23,Category 490,11
23,Category 491,62
23,Category 492,
23,Category 493,
23,Category 494,87
23,Category 495,91
23,Category 496,
23,Category 497,3
23,Category 498,0
23,Category 499,51
23,Category 500,7
23,Category 501,2
23,Category 502,70
23,Category 503,43
23,Category 504,92
23,Category 505,67
23,Category 506,68
23,Category 507,60
23,Category 508,35
23,Category 509,57
23,Category 510,36
23,Category 511,70
23,Category 512,28
23,Category 513,52
23,Category 514,3
23,Category 515,62
23,Category 516,38
23,Category 517,52
23,Category 518,
23,Category 519,72
23,Category 520,53
23,Category 521,58
23,Category 522,93
23,Category 523,34
23,Category 524,22
23,Category 525,48
23,Category 526,31
23,Category 527,
23,Category 528,
23,Category 529,
23,Category 530,23
23,Category 531,14
23,Category 532,67
23,Category 533,
23,Category 534,91
23,Category 535,73
23,Category 536,94
23,Category 537,24
23,Category 538,58
23,Category 539,42
23,Category 540,
23,Category 541,92
23,Category 542,40
23,Category 543,98
23,Category 544,71
23,Category 545,
23,Category 546,26
23,Category 547,49
23,Category 548,
23,Category 549,13
23,Category 550,7
23,Category 551,2
23,Category 552,96
23,Category 553,94
23,Category 554,51
23,Category 555,51
23,Category 556,61
23,Category 557,34
23,Category 558,93
23,Category 559,
23,Category 560,63
23,Category 561,
23,Category 562,74
23,Category 563,67
23,Category 564,83
23,Category 565,4
23,Category 566,93
23,Category 567,27
23,Category 568,42
23,Category 569,10
23,Category 570,88
23,Category 571,37
23,Category 572,35
23,Category 573,76
23,Category 574,21
23,Category 575,47
23,Category 576,
23,Category 577,91
23,Category 578,71
23,Category 579,63
23,Category 580,10
23,Category 581,2
23,Category 582,47
23,Category 583,45
23,Category 584,
23,Category 585,33
23,Category 586,
23,Category 587,10
23,Category 588,41
23,Category 589,37
23,Category 590,31
23,Category 591,82
23,Category 592,47
23,Category 593,76
23,Category 594,62
23,Category 595,42
23,Category 596,
23,Category 597,89
23,Category 598,5
23,Category 599,25
23,Category 600,52
23,Category 601,73
23,Category 602,44
23,Category 603,8
23,Category 604,16
23,Category 605,50
23,Category 606,
23,Category 607,14
23,Category 608,
23,Category 609,
23,Category 610,78
23,Category 611,50
23,Category 612,77
23,Category 613,31
23,Category 614,18
23,Category 615,75
23,Category 616,46
23,Category 617,15
23,Category 618,54
23,Category 619,86
23,Category 620,
23,Category 621,78
23,Category 622,
23,Category 623,23
23,Category 624,8
23,Category 625,37
23,Category 626,28
23,Category 627,75
23,Category 628,66
23,Category 629,86
23,Category 630,27
23,Category 631,53
23,Category 632,90
23,Category 633,
23,Category 634,77
23,Category 635,54
23,Category 636,90
23,Category 637,98
23,Category 638,
23,Category 639,35
23,Category 640,
23,Category 641,14
23,Category 642,5
23,Category 643,77
23,Category 644,97
23,Category 645,47
23,Category 646,89
23,Category 647,
23,Category 648,
23,Category 649,53
23,Category 650,80
23,Category 651,86
23,Category 652,22
23,Category 653,
23,Category 654,
23,Category 655,81
23,Category 656,72
23,Category 657,
23,Category 658,43
23,Category 659,89
23,Category 660,60
23,Category 661,21
23,Category 662,
23,Category 663,49
23,Category 664,21
23,Category 665,
23,Category 666,90
23,Category 667,
23,Category 668,75
23,Category 669,84
23,Category 670,2
23,Category 671,
23,Category 672,73
23,Category 673,13
23,Category 674,52
23,Category 675,41
23,Category 676,56
23,Category 677,57
23,Category 678,82
23,Category 679,
23,Category 680,36
23,Category 681,10
23,Category 682,70
23,Category 683,91
23,Category 684,
23,Category 685,55
23,Category 686,
23,Category 687,8
23,Category 688,43
23,Category 689,75
23,Category 690,91
23,Category 691,35
23,Category 692,92
23,Category 693,0
23,Category 694,84
23,Category 695,90
23,Category 696,97
23,Category 697,1
23,Category 698,4
23,Category 699,47
23,Category 700,
23,Category 701,
23,Category 702,
23,Category 703,
23,Category 704,
23,Category 705,
23,Category 706,71
23,Category 707,30
23,Category 708,10
23,Category 709,20
23,Category 710,33
23,Category 711,17
23,Category 712,95
23,Category 713,46
23,Category 714,53
23,Category 715,67
23,Category 716,71
23,Category 717,48
23,Category 718,34
23,Category 719,35
23,Category 720,71
23,Category 721,91
23,Category 722,
23,Category 723,8
23,Category 724,68
23,Category 725,
23,Category 726,99
23,Category 727,35
23,Category 728,84
23,Category 729,46
23,Category 730,59
23,Category 731,62
23,Category 732,
23,Category 733,26
23,Category 734,88
23,Category 735,45
23,Category 736,32
23,Category 737,93
23,Category 738,94
23,Category 739,
23,Category 740,15
23,Category 741,38
23,Category 742,
23,Category 743,28
23,Category 744,79
23,Category 745,92
23,Category 746,
23,Category 747,55
23,Category 748,91
23,Category 749,
23,Category 750,26
23,Category 751,71
23,Category 752,
23,Category 753,
23,Category 754,17
23,Category 755,92
23,Category 756,94
23,Category 757,30
23,Category 758,
23,Category 759,88
23,Category 760,93
23,Category 761,41
23,Category 762,9
23,Category 763,63
23,Category 764,
23,Category 765,85
23,Category 766,74
23,Category 767,24
23,Category 768,53
23,Category 769,42
23,Category 770,16
23,Category 771,
23,Category 772,16
23,Category 773,70
23,Category 774,5
23,Category 775,11
23,Category 776,18
23,Category 777,22
23,Category 778,7
23,Category 779,
23,Category 780,12
23,Category 781,95
23,Category 782,58
23,Category 783,12
23,Category 784,
23,Category 785,40
23,Category 786,49
23,Category 787,53
23,Category 788,7
23,Category 789,85
23,Category 790,82
23,Category 791,44
23,Category 792,34
23,Category 793,26
23,Category 794,54
23,Category 795,83
23,Category 796,
23,Category 797,22
23,Category 798,39
23,Category 799,58
23,Category 800,
23,Category 801,97
23,Category 802,81
23,Category 803,
23,Category 804,99
23,Category 805,55
23,Category 806,49
23,Category 807,73
23,Category 808,
23,Category 809,34
23,Category 810,74
23,Category 811,66
23,Category 812,49
23,Category 813,73
23,Category 814,36
23,Category 815,75
23,Category 816,55
23,Category 817,
23,Category 818,70
23,Category 819,45
23,Category 820,19
23,Category 821,11
23,Category 822,7
23,Category 823,12
23,Category 824,87
23,Category 825,11
23,Category 826,
23,Category 827,68
23,Category 828,
23,Category 829,58
23,Category 830,8
23,Category 831,54
23,Category 832,
23,Category 833,94
23,Category 834,49
23,Category 835,68
23,Category 836,53
23,Category 837,1
23,Category 838,97
23,Category 839,94
23,Category 840,97
23,Category 841,10
23,Category 842,
23,Category 843,
23,Category 844,95
23,Category 845,
23,Category 846,25
23,Category 847,45
23,Category 848,20
23,Category 849,
23,Category 850,46
23,Category 851,5
23,Category 852,69
23,Category 853,96
23,Category 854,84
23,Category 855,38
23,Category 856,80
23,Category 857,9
23,Category 858,28
23,Category 859,24
23,Category 860,65
23,Category 861,36
23,Category 862,29
23,Category 863,5
23,Category 864,48
23,Category 865,66
23,Category 866,7
23,Category 867,
23,Category 868,
23,Category 869,50
23,Category 870,48
23,Category 871,
23,Category 872,25
23,Category 873,21
23,Category 874,3
23,Category 875,79
23,Category 876,36
23,Category 877,47
23,Category 878,46
23,Category 879,23
23,Category 880,1
23,Category 881,42
23,Category 882,28
23,Category 883,46
23,Category 884,84
23,Category 885,48
23,Category 886,
23,Category 887,10
23,Category 888,87
23,Category 889,14
